contig_102	124987	19100	0
contig_103	24391	8251	0
contig_104	62706	18640	0
contig_13	2987	4685	0
contig_149	2709	19299	0
contig_154	41475	2012	0
contig_166	94023	1930	0
contig_178	3458	3783	0
contig_179	7112	4640	0
contig_18	76820	7993	0
contig_193	8136	4940	0
contig_195	2956	21252	0
contig_20	2896	18857	0
contig_23	7500	76	0
contig_24	80519	8454	0
contig_282	51211	4900	0
contig_317	56816	13555	0
contig_330	28360	6287	0
contig_338	2915	28	0
contig_414	50918	11010	0
contig_455	9172	6590	0
contig_48	34645	278	0
contig_499	3675	4727	0
contig_52	105044	4873	0
contig_53	4467	34	0
contig_533	29248	8412	0
contig_535	57415	7335	0
contig_536	9366	4415	0
contig_537	51810	9241	0
contig_538	47345	10570	0
contig_544	57897	9618	0
contig_545	6981	84	0
contig_546	6056	4155	0
contig_548	19041	151	0
contig_549	12266	108	0
contig_550	135876	16766	0
contig_555	13873	4152	0
contig_556	22638	7730	0
contig_561	8793	82	0
contig_564	25201	6979	0
contig_571	28010	6489	0
contig_573	14716	8623	0
contig_574	5190	45	0
contig_580	7667	1548	0
contig_581	3094	4047	0
contig_583	22007	4233	0
contig_592	18667	168	0
contig_595	35338	4274	0
contig_603	21695	197	0
contig_604	18766	10931	0
contig_605	22940	5821	0
contig_609	4010	5521	0
contig_630	9779	5622	0
contig_643	10851	5166	0
contig_65	68997	16444	0
contig_69	18257	4669	0
contig_71	107877	3447	0
contig_96	37432	6132	0
*	0	0	5199349
