contig_100	87343	767	0
contig_101	5212	21	0
contig_104	11738	210	0
contig_105	25339	1064	0
contig_107	6876	461	0
contig_108	17466	350	0
contig_109	50891	594	0
contig_11	72752	1579	0
contig_111	15107	66	0
contig_112	5736	50	0
contig_113	36191	642	0
contig_115	17415	361	0
contig_116	11068	54	0
contig_117	5201	1035	0
contig_119	29793	647	0
contig_12	4284	25	0
contig_120	4739	204	0
contig_121	7394	320	0
contig_15	4325	253	0
contig_16	56228	742	0
contig_18	21888	102	0
contig_20	86291	751	0
contig_25	27124	377	0
contig_26	4884	345	0
contig_27	6496	35	0
contig_31	2621	210	0
contig_32	32453	1190	0
contig_33	19375	300	0
contig_34	15822	222	0
contig_37	9964	394	0
contig_39	39381	557	0
contig_4	45082	781	0
contig_41	23434	166	0
contig_42	63225	838	0
contig_44	2750	17	0
contig_45	4350	23	0
contig_47	9178	611	0
contig_5	60721	287	0
contig_50	6229	303	0
contig_6	56692	599	0
contig_64	26795	555	0
contig_66	5053	317	0
contig_67	4369	301	0
contig_69	5456	26	0
contig_70	14024	490	0
contig_71	28257	350	0
contig_74	4655	217	0
contig_75	3695	28	0
contig_76	6217	270	0
contig_77	6943	49	0
contig_78	13529	56	0
contig_79	14198	379	0
contig_80	8685	41	0
contig_81	61207	268	0
contig_82	29926	338	0
contig_84	8815	54	0
contig_85	14896	91	0
contig_86	20041	371	0
contig_88	14108	495	0
contig_89	31643	158	0
contig_90	13057	814	0
contig_91	24308	383	0
contig_92	5782	308	0
contig_94	25984	568	0
contig_96	18912	673	0
contig_97	8267	1432	0
contig_98	19118	654	0
contig_99	12735	225	0
*	0	0	328034
