contig_1	28017	683	0
contig_10	3579	79	0
contig_100	3588	78	0
contig_107	5426	111	0
contig_109	4211	78	0
contig_111	3339	95	0
contig_112	17159	685	0
contig_113	6499	134	0
contig_114	4307	90	0
contig_115	8430	140	0
contig_116	5997	112	0
contig_117	6100	117	0
contig_119	8349	538	0
contig_121	32020	7818	0
contig_122	6525	137	0
contig_123	18275	779	0
contig_124	7233	134	0
contig_126	4709	86	0
contig_127	10566	178	0
contig_130	64756	1244	0
contig_135	37730	10470	0
contig_161	17448	340	0
contig_163	7085	138	0
contig_168	4344	90	0
contig_174	4514	88	0
contig_176	6462	112	0
contig_185	9671	4269	0
contig_191	4020	84	0
contig_197	5457	120	0
contig_199	4505	93	0
contig_2	8846	163	0
contig_200	5799	105	0
contig_202	36106	4244	0
contig_211	3264	60	0
contig_214	3793	84	0
contig_216	36875	13021	0
contig_217	20375	508	0
contig_219	4232	73	0
contig_220	26248	470	0
contig_221	5294	98	0
contig_226	7614	127	0
contig_230	20143	8512	0
contig_232	20827	376	0
contig_233	4813	104	0
contig_234	5441	119	0
contig_235	2640	50	0
contig_236	12574	221	0
contig_237	11717	196	0
contig_239	13266	229	0
contig_240	10082	190	0
contig_241	5513	3838	0
contig_243	8727	4420	0
contig_246	7140	155	0
contig_247	5770	125	0
contig_249	24010	471	0
contig_250	26791	3918	0
contig_251	5650	106	0
contig_252	32054	633	0
contig_253	4249	87	0
contig_254	13867	307	0
contig_255	3461	4224	0
contig_258	33726	645	0
contig_26	8934	5429	0
contig_260	9846	4594	0
contig_261	3354	71	0
contig_262	7700	163	0
contig_263	2646	55	0
contig_264	8473	153	0
contig_265	4281	102	0
contig_266	4362	98	0
contig_267	3356	57	0
contig_268	24500	7584	0
contig_269	3451	4329	0
contig_271	10635	218	0
contig_272	10563	187	0
contig_273	8383	4314	0
contig_274	4229	89	0
contig_275	6647	4712	0
contig_277	13478	269	0
contig_278	5614	134	0
contig_279	28794	623	0
contig_280	28969	575	0
contig_283	45265	866	0
contig_284	9944	197	0
contig_285	6135	4793	0
contig_286	5226	111	0
contig_287	5858	122	0
contig_288	9372	192	0
contig_289	8748	4397	0
contig_29	47197	857	0
contig_290	30950	606	0
contig_291	8989	199	0
contig_294	20156	522	0
contig_295	8990	188	0
contig_296	5536	111	0
contig_297	42547	923	0
contig_3	7038	133	0
contig_30	2917	57	0
contig_300	22685	6422	0
contig_301	8784	183	0
contig_303	15131	5385	0
contig_308	6740	139	0
contig_310	28769	606	0
contig_311	15558	295	0
contig_312	21138	431	0
contig_313	23522	469	0
contig_315	8569	140	0
contig_316	7004	4559	0
contig_318	20619	375	0
contig_319	6853	151	0
contig_32	8706	156	0
contig_321	11492	224	0
contig_324	5182	91	0
contig_326	8506	187	0
contig_328	15108	4624	0
contig_329	19304	458	0
contig_331	6599	156	0
contig_334	7520	127	0
contig_340	7779	131	0
contig_341	11544	5086	0
contig_344	19096	377	0
contig_345	6062	120	0
contig_347	3449	4119	0
contig_349	13884	6351	0
contig_350	19065	415	0
contig_353	3249	72	0
contig_355	12232	258	0
contig_356	12003	217	0
contig_358	2609	53	0
contig_36	4036	71	0
contig_360	4422	89	0
contig_362	21232	4449	0
contig_363	4654	3908	0
contig_364	14063	243	0
contig_365	14746	267	0
contig_367	8829	172	0
contig_371	10079	217	0
contig_372	20470	450	0
contig_376	7665	151	0
contig_377	11356	5140	0
contig_380	5721	119	0
contig_382	10594	4289	0
contig_383	16343	7010	0
contig_385	4447	88	0
contig_386	6919	133	0
contig_387	4505	97	0
contig_389	6038	128	0
contig_39	3036	74	0
contig_390	3208	67	0
